[individuals]
36
[landmarks]
20
[dimensions]
3
[names]
02
03
05
06
07
08
09
10
11
20
21
22
23
24
25
26
27
28
32
33
34
35
36
47
48
49
50
37
38
39
40
41
42
43
44
45
[rawpoints]
'02
-0.090988431	0.19270751	0.0074658987
-0.026666368	0.18980848	0.0074658987
0.05040246	0.18645339	0.0074658987
0.16995724	0.18143365	0.0074658988
0.45746723	0.17004958	0.0074658988
1.0782782	-0.0081544718	0.007465899
0.47539834	-0.19218469	0.0074658992
0.19687948	-0.21730275	0.0074658993
0.065334036	-0.22331389	0.0074658993
-0.020531578	-0.22499837	0.0074658993
-0.090988431	-0.22583645	0.0074658993
-0.16200852	-0.22673182	0.0074658993
-0.25121299	-0.22868466	0.0074658993
-0.40114964	-0.23349978	0.0074658993
-0.73002555	-0.21579022	0.0074658993
-1.095618	-0.0081544718	0.007465899
-0.76548879	0.21100398	0.0074658987
-0.38490339	0.20538724	0.0074658987
-0.24195571	0.19963416	0.0074658987
-0.15724788	0.19577113	0.0074658987
'03
-0.01357428	0.24296852	0.037888289
0.051557047	0.24092066	0.037888288
0.13064905	0.23897343	0.037888288
0.25402325	0.23488803	0.037888288
0.48394416	0.20212058	0.037888288
0.73741759	0.040467044	0.037888288
0.42886191	-0.10328919	0.037888288
0.22774178	-0.13485934	0.037888288
0.12377234	-0.14857436	0.037888288
0.05120163	-0.15889271	0.037888288
-0.01357428	-0.16727742	0.037888288
-0.083225233	-0.17389655	0.037888288
-0.1725421	-0.17833338	0.037888288
-0.31349623	-0.17743901	0.037888288
-0.5538933	-0.13509325	0.037888288
-0.67954118	0.040467044	0.037888288
-0.5073198	0.20089469	0.037888289
-0.29311979	0.24356874	0.037888289
-0.16366646	0.24705121	0.037888289
-0.080097462	0.24520435	0.037888289
'05
-0.16357185	0.10098758	0.1084163
-0.11792475	0.099012105	0.1084163
-0.063711377	0.095970918	0.1084163
0.016749616	0.08953598	0.1084163
0.19973493	0.076570294	0.1084163
0.34969707	-0.041475237	0.1084163
0.14492209	-0.141711	0.1084163
-0.010604185	-0.15261275	0.1084163
-0.068697805	-0.17205816	0.1084163
-0.11634379	-0.18682827	0.1084163
-0.16357185	-0.19702894	0.1084163
-0.21570844	-0.20193515	0.1084163
-0.28001848	-0.20175027	0.1084163
-0.38359573	-0.20133194	0.1084163
-0.5543766	-0.1684554	0.1084163
-0.61296217	-0.041475237	0.1084163
-0.53214851	0.078282578	0.1084163
-0.35415869	0.096994204	0.1084163
-0.26828903	0.10265559	0.1084163
-0.21035681	0.10251405	0.1084163
'06
-0.20965602	0.11888217	0.03274101
-0.14247587	0.12008005	0.03274101
-0.059728825	0.11967788	0.03274101
0.067889581	0.11496949	0.03274101
0.31803938	0.084779431	0.03274101
0.81026982	-0.086679197	0.03274101
0.15014553	-0.20358581	0.03274101
-0.0011281095	-0.23818359	0.03274101
-0.086163123	-0.25665259	0.03274101
